time[s],Angle - sensor1.phi [rad],Angle - sensor2.phi [rad]
4.203,1.59350666149369,1.60796584762977
4.204,1.59349879835242,1.60795379470306
4.205,1.59349093931292,1.60794174765178
4.206,1.59348308437301,1.60792970647305
4.207,1.59347523353049,1.60791767116401
4.208,1.59346738678317,1.6079056417218
4.209,1.59345954412889,1.60789361814356
4.21,1.59345170556544,1.60788160042643
4.211,1.59344387109066,1.60786958856757
4.212,1.59343604070236,1.6078575825641
4.213,1.59342821439836,1.60784558241318
4.214,1.59342039217647,1.60783358811195
4.215,1.59341257403454,1.60782159965757
4.216,1.59340475997037,1.60780961704719
4.217,1.5933969499818,1.60779764027795
4.218,1.59338914406664,1.60778566934701
4.219,1.59338134222273,1.60777370425152
4.22,1.5933735444479,1.60776174498864
4.221,1.59336575073998,1.60774979155553
4.222,1.59335796109679,1.60773784394934
4.223,1.59335017551617,1.60772590216724
4.224,1.59334239399596,1.60771396620638
4.225,1.59333461653398,1.60770203606393
4.226,1.59332684312807,1.60769011173706
4.227,1.59331907377607,1.60767819322293
4.228,1.59331130847582,1.6076662805187
4.229,1.59330354722515,1.60765437362155
4.23,1.59329579002192,1.60764247252864
4.231,1.59328803686395,1.60763057723714
4.232,1.59328028774909,1.60761868774424
4.233,1.59327254267518,1.60760680404709
4.234,1.59326480164008,1.60759492614288
4.235,1.59325706464162,1.60758305402879
4.236,1.59324933167765,1.60757118770198
4.237,1.59324160274602,1.60755932715965
4.238,1.59323387784459,1.60754747239897
4.239,1.5932261569712,1.60753562341712
4.24,1.5932184401237,1.60752378021129
4.241,1.59321072729994,1.60751194277865
4.242,1.59320301849779,1.60750011111641
4.243,1.5931953137151,1.60748828522174
4.244,1.59318761294971,1.60747646509184
4.245,1.5931799161995,1.60746465072389
4.246,1.59317222346232,1.60745284211509
4.247,1.59316453473602,1.60744103926263
4.248,1.59315685001848,1.6074292421637
4.249,1.59314916930755,1.60741745081551
4.25,1.59314149260109,1.60740566521523
4.251,1.59313381989698,1.60739388536009
4.252,1.59312615119307,1.60738211124727
4.253,1.59311848648724,1.60737034287398
4.254,1.59311082577735,1.60735858023741
4.255,1.59310316906126,1.60734682333478
4.256,1.59309551633686,1.60733507216329
4.257,1.59308786760202,1.60732332672014
4.258,1.5930802228546,1.60731158700255
4.259,1.59307258209247,1.60729985300772
4.26,1.59306494531353,1.60728812473287
4.261,1.59305731251563,1.6072764021752
4.262,1.59304968369666,1.60726468533193
4.263,1.59304205885449,1.60725297420027
4.264,1.59303443798701,1.60724126877745
4.265,1.5930268210921,1.60722956906067
4.266,1.59301920816764,1.60721787504716
4.267,1.5930115992115,1.60720618673414
4.268,1.59300399422158,1.60719450411883
4.269,1.59299639319576,1.60718282719845
4.27,1.59298879613193,1.60717115597023
4.271,1.59298120302798,1.60715949043139
4.272,1.59297361388178,1.60714783057916
4.273,1.59296602869124,1.60713617641076
4.274,1.59295844745424,1.60712452792344
4.275,1.59295087016868,1.60711288511441
4.276,1.59294329683245,1.60710124798092
4.277,1.59293572744344,1.60708961652019
4.278,1.59292816199955,1.60707799072946
4.279,1.59292060049867,1.60706637060597
4.28,1.59291304293871,1.60705475614695
4.281,1.59290548931756,1.60704314734965
4.282,1.59289793963312,1.6070315442113
4.283,1.5928903938833,1.60701994672915
4.284,1.59288285206599,1.60700835490044
4.285,1.5928753141791,1.60699676872242
4.286,1.59286778022054,1.60698518819232
4.287,1.5928602501882,1.6069736133074
4.288,1.59285272408,1.60696204406491
4.289,1.59284520189385,1.6069504804621
4.29,1.59283768362765,1.60693892249621
4.291,1.59283016927931,1.60692737016451
4.292,1.59282265884675,1.60691582346424
4.293,1.59281515232787,1.60690428239266
4.294,1.5928076497206,1.60689274694702
4.295,1.59280015102284,1.60688121712459
4.296,1.59279265623251,1.60686969292263
4.297,1.59278516534754,1.60685817433838
4.298,1.59277767836582,1.60684666136913
4.299,1.5927701952853,1.60683515401213
4.3,1.59276271610388,1.60682365226464
4.301,1.59275524081949,1.60681215612393
4.302,1.59274776943005,1.60680066558727
4.303,1.59274030193348,1.60678918065193
4.304,1.59273283832771,1.60677770131517
4.305,1.59272537861067,1.60676622757427
4.306,1.59271792278028,1.60675475942651
4.307,1.59271047083447,1.60674329686915
4.308,1.59270302277117,1.60673183989947
4.309,1.59269557858831,1.60672038851474
4.31,1.59268813828382,1.60670894271226
4.311,1.59268070185564,1.60669750248928
4.312,1.59267326930169,1.60668606784311
4.313,1.59266584061991,1.60667463877101
4.314,1.59265841580825,1.60666321527027
4.315,1.59265099486463,1.60665179733817
4.316,1.592643577787,1.60664038497201
4.317,1.59263616457329,1.60662897816906
4.318,1.59262875522144,1.60661757692663
4.319,1.5926213497294,1.60660618124198
4.32,1.5926139480951,1.60659479111243
4.321,1.5926065503165,1.60658340653526
4.322,1.59259915639154,1.60657202750776
4.323,1.59259176631816,1.60656065402724
4.324,1.59258438009431,1.60654928609098
4.325,1.59257699771794,1.60653792369628
4.326,1.592569619187,1.60652656684045
4.327,1.59256224449944,1.60651521552078
4.328,1.5925548736532,1.60650386973458
4.329,1.59254750664625,1.60649252947915
4.33,1.59254014347654,1.60648119475179
4.331,1.59253278414201,1.60646986554981
4.332,1.59252542864064,1.60645854187052
4.333,1.59251807697036,1.60644722371122
4.334,1.59251072912916,1.60643591106922
4.335,1.59250338511497,1.60642460394184
4.336,1.59249604492576,1.60641330232639
4.337,1.5924887085595,1.60640200622018
4.338,1.59248137601415,1.60639071562053
4.339,1.59247404728767,1.60637943052474
4.34,1.59246672237802,1.60636815093015
4.341,1.59245940128317,1.60635687683407
4.342,1.59245208400109,1.60634560823382
4.343,1.59244477052975,1.60633434512672
4.344,1.59243746086711,1.60632308751009
4.345,1.59243015501115,1.60631183538125
4.346,1.59242285295983,1.60630058873755
4.347,1.59241555471114,1.60628934757629
4.348,1.59240826026304,1.6062781118948
4.349,1.5924009696135,1.60626688169043
4.35,1.59239368276051,1.60625565696049
4.351,1.59238639970204,1.60624443770232
4.352,1.59237912043607,1.60623322391326
4.353,1.59237184496058,1.60622201559063
4.354,1.59236457327354,1.60621081273178
4.355,1.59235730537294,1.60619961533403
4.356,1.59235004125677,1.60618842339473
4.357,1.592342780923,1.60617723691122
4.358,1.59233552436961,1.60616605588084
4.359,1.59232827159461,1.60615488030094
4.36,1.59232102259596,1.60614371016884
4.361,1.59231377737167,1.60613254548191
4.362,1.59230653591971,1.60612138623748
4.363,1.59229929823808,1.60611023243291
4.364,1.59229206432477,1.60609908406554
4.365,1.59228483417777,1.60608794113272
4.366,1.59227760779508,1.6060768036318
4.367,1.59227038517468,1.60606567156014
4.368,1.59226316631458,1.6060545449151
4.369,1.59225595121277,1.60604342369401
4.37,1.59224873986725,1.60603230789425
4.371,1.59224153227602,1.60602119751317
4.372,1.59223432843707,1.60601009254813
4.373,1.59222712834841,1.60599899299648
4.374,1.59221993200804,1.6059878988556
4.375,1.59221273941396,1.60597681012284
4.376,1.59220555056418,1.60596572679557
4.377,1.5921983654567,1.60595464887116
4.378,1.59219118408953,1.60594357634696
4.379,1.59218400646067,1.60593250922036
4.38,1.59217683256813,1.60592144748871
4.381,1.59216966240993,1.60591039114939
4.382,1.59216249598408,1.60589934019977
4.383,1.59215533328857,1.60588829463722
4.384,1.59214817432144,1.60587725445912
4.385,1.59214101908068,1.60586621966285
4.386,1.59213386756433,1.60585519024578
4.387,1.59212671977038,1.60584416620529
4.388,1.59211957569686,1.60583314753875
4.389,1.59211243534179,1.60582213424356
4.39,1.59210529870319,1.60581112631709
4.391,1.59209816577907,1.60580012375672
4.392,1.59209103656746,1.60578912655984
4.393,1.59208391106638,1.60577813472385
4.394,1.59207678927386,1.60576714824611
4.395,1.59206967118791,1.60575616712403
4.396,1.59206255680656,1.60574519135498
4.397,1.59205544612785,1.60573422093638
4.398,1.59204833914979,1.60572325586559
4.399,1.59204123587041,1.60571229614003
4.4,1.59203413628776,1.60570134175708
4.401,1.59202704039985,1.60569039271414
4.402,1.59201994820472,1.60567944900861
4.403,1.5920128597004,1.60566851063788
4.404,1.59200577488492,1.60565757759936
4.405,1.59199869375633,1.60564664989045
4.406,1.59199161631265,1.60563572750855
4.407,1.59198454255193,1.60562481045106
4.408,1.5919774724722,1.60561389871539
4.409,1.5919704060715,1.60560299229895
4.41,1.59196334334788,1.60559209119914
4.411,1.59195628429937,1.60558119541337
4.412,1.59194922892401,1.60557030493905
4.413,1.59194217721985,1.60555941977359
4.414,1.59193512918494,1.60554853991442
4.415,1.59192808481732,1.60553766535893
4.416,1.59192104411504,1.60552679610454
4.417,1.59191400707614,1.60551593214868
4.418,1.59190697369867,1.60550507348876
4.419,1.59189994398069,1.60549422012219
4.42,1.59189291792024,1.6054833720464
4.421,1.59188589551538,1.60547252925881
4.422,1.59187887676416,1.60546169175685
4.423,1.59187186166463,1.60545085953793
4.424,1.59186485021485,1.60544003259948
4.425,1.59185784241288,1.60542921093893
4.426,1.59185083825677,1.6054183945537
4.427,1.59184383774458,1.60540758344123
4.428,1.59183684087437,1.60539677759894
4.429,1.5918298476442,1.60538597702427
4.43,1.59182285805214,1.60537518171465
4.431,1.59181587209623,1.60536439166751
4.432,1.59180888977456,1.60535360688029
4.433,1.59180191108518,1.60534282735043
4.434,1.59179493602616,1.60533205307536
4.435,1.59178796459556,1.60532128405251
4.436,1.59178099679146,1.60531052027934
4.437,1.59177403261192,1.60529976175329
4.438,1.59176707205501,1.60528900847179
4.439,1.59176011511881,1.60527826043229
4.44,1.59175316180138,1.60526751763223
4.441,1.59174621210079,1.60525678006907
4.442,1.59173926601513,1.60524604774024
4.443,1.59173232354247,1.60523532064321
4.444,1.59172538468088,1.60522459877541
4.445,1.59171844942844,1.6052138821343
4.446,1.59171151778323,1.60520317071734
4.447,1.59170458974332,1.60519246452197
4.448,1.59169766530681,1.60518176354565
4.449,1.59169074447176,1.60517106778584
4.45,1.59168382723627,1.60516037724
4.451,1.59167691359841,1.60514969190558
4.452,1.59167000355627,1.60513901178005
4.453,1.59166309710793,1.60512833686086
4.454,1.59165619425149,1.60511766714548
4.455,1.59164929498502,1.60510700263137
4.456,1.59164239930663,1.60509634331601
4.457,1.59163550721439,1.60508568919684
4.458,1.5916286187064,1.60507504027135
4.459,1.59162173378075,1.605064396537
4.46,1.59161485243553,1.60505375799125
4.461,1.59160797466883,1.60504312463159
4.462,1.59160110047876,1.60503249645549
4.463,1.59159422986341,1.60502187346041
4.464,1.59158736282086,1.60501125564383
4.465,1.59158049934923,1.60500064300324
4.466,1.59157363944661,1.6049900355361
4.467,1.5915667831111,1.60497943323989
4.468,1.59155993034081,1.6049688361121
4.469,1.59155308113382,1.60495824415021
4.47,1.59154623548825,1.60494765735169
4.471,1.5915393934022,1.60493707571404
4.472,1.59153255487378,1.60492649923473
4.473,1.59152571990109,1.60491592791126
4.474,1.59151888848223,1.6049053617411
4.475,1.59151206061533,1.60489480072176
4.476,1.59150523629848,1.60488424485071
4.477,1.59149841552979,1.60487369412545
4.478,1.59149159830738,1.60486314854347
4.479,1.59148478462936,1.60485260810227
4.48,1.59147797449385,1.60484207279933
4.481,1.59147116789895,1.60483154263216
4.482,1.59146436484278,1.60482101759825
4.483,1.59145756532347,1.60481049769511
4.484,1.59145076933911,1.60479998292022
4.485,1.59144397688785,1.60478947327109
4.486,1.59143718796778,1.60477896874522
4.487,1.59143040257704,1.60476846934012
4.488,1.59142362071375,1.60475797505329
4.489,1.59141684237602,1.60474748588223
4.49,1.59141006756198,1.60473700182446
4.491,1.59140329626976,1.60472652287747
4.492,1.59139652849748,1.60471604903879
4.493,1.59138976424327,1.60470558030591
4.494,1.59138300350525,1.60469511667636
4.495,1.59137624628156,1.60468465814763
4.496,1.59136949257032,1.60467420471726
4.497,1.59136274236967,1.60466375638275
4.498,1.59135599567772,1.60465331314162
4.499,1.59134925249263,1.60464287499138
4.5,1.59134251281252,1.60463244192957
4.501,1.59133577663552,1.60462201395369
4.502,1.59132904395978,1.60461159106126
4.503,1.59132231478342,1.60460117324982
4.504,1.59131558910459,1.60459076051688
4.505,1.59130886692143,1.60458035285997
4.506,1.59130214823206,1.60456995027661
4.507,1.59129543303464,1.60455955276434
4.508,1.59128872132731,1.60454916032067
4.509,1.59128201310821,1.60453877294315
4.51,1.59127530837548,1.6045283906293
4.511,1.59126860712726,1.60451801337665
4.512,1.59126190936171,1.60450764118274
4.513,1.59125521507697,1.6044972740451
4.514,1.59124852427119,1.60448691196127
4.515,1.59124183694251,1.60447655492878
4.516,1.59123515308908,1.60446620294517
4.517,1.59122847270907,1.60445585600799
4.518,1.59122179580061,1.60444551411477
4.519,1.59121512236186,1.60443517726305
4.52,1.59120845239097,1.60442484545038
4.521,1.5912017858861,1.6044145186743
4.522,1.59119512284541,1.60440419693236
4.523,1.59118846326705,1.6043938802221
4.524,1.59118180714918,1.60438356854107
4.525,1.59117515448995,1.60437326188682
4.526,1.59116850528753,1.6043629602569
4.527,1.59116185954008,1.60435266364886
4.528,1.59115521724576,1.60434237206026
4.529,1.59114857840273,1.60433208548865
4.53,1.59114194300915,1.60432180393157
4.531,1.5911353110632,1.6043115273866
4.532,1.59112868256303,1.60430125585128
4.533,1.59112205750681,1.60429098932317
4.534,1.59111543589271,1.60428072779984
4.535,1.59110881771891,1.60427047127885
4.536,1.59110220298356,1.60426021975775
4.537,1.59109559168483,1.60424997323411
4.538,1.59108898382091,1.6042397317055
4.539,1.59108237938996,1.60422949516947
4.54,1.59107577839016,1.60421926362361
4.541,1.59106918081968,1.60420903706546
4.542,1.59106258667669,1.60419881549262
4.543,1.59105599595938,1.60418859890264
4.544,1.59104940866592,1.60417838729309
4.545,1.59104282479449,1.60416818066155
4.546,1.59103624434326,1.6041579790056
4.547,1.59102966731043,1.6041477823228
4.548,1.59102309369416,1.60413759061074
4.549,1.59101652349265,1.60412740386699
4.55,1.59100995670407,1.60411722208913
4.551,1.59100339332661,1.60410704527473
4.552,1.59099683335846,1.6040968734214
4.553,1.5909902767978,1.60408670652669
4.554,1.59098372364282,1.6040765445882
4.555,1.59097717389171,1.60406638760351
4.556,1.59097062754266,1.60405623557021
4.557,1.59096408459385,1.60404608848588
4.558,1.59095754504348,1.60403594634812
4.559,1.59095100888975,1.6040258091545
4.56,1.59094447613083,1.60401567690263
4.561,1.59093794676494,1.60400554959009
4.562,1.59093142079026,1.60399542721447
4.563,1.59092489820499,1.60398530977338
4.564,1.59091837900732,1.6039751972644
4.565,1.59091186319546,1.60396508968513
4.566,1.59090535076761,1.60395498703317
4.567,1.59089884172195,1.60394488930612
4.568,1.59089233605671,1.60393479650157
4.569,1.59088583377007,1.60392470861713
4.57,1.59087933486024,1.6039146256504
4.571,1.59087283932542,1.60390454759899
4.572,1.59086634716382,1.60389447446049
4.573,1.59085985837365,1.60388440623252
4.574,1.59085337295311,1.60387434291268
4.575,1.59084689090041,1.60386428449857
4.576,1.59084041221375,1.60385423098782
4.577,1.59083393689136,1.60384418237802
4.578,1.59082746493143,1.60383413866679
4.579,1.59082099633218,1.60382409985174
4.58,1.59081453109183,1.60381406593049
4.581,1.59080806920858,1.60380403690065
4.582,1.59080161068066,1.60379401275983
4.583,1.59079515550627,1.60378399350566
4.584,1.59078870368363,1.60377397913576
4.585,1.59078225521097,1.60376396964773
4.586,1.59077581008649,1.60375396503921
4.587,1.59076936830842,1.60374396530781
4.588,1.59076292987499,1.60373397045116
4.589,1.5907564947844,1.60372398046688
4.59,1.59075006303489,1.6037139953526
4.591,1.59074363462467,1.60370401510594
4.592,1.59073720955197,1.60369403972454
4.593,1.59073078781502,1.60368406920602
4.594,1.59072436941204,1.603674103548
4.595,1.59071795434126,1.60366414274813
4.596,1.59071154260091,1.60365418680403
4.597,1.59070513418921,1.60364423571335
4.598,1.5906987291044,1.6036342894737
4.599,1.59069232734471,1.60362434808273
4.6,1.59068592890836,1.60361441153808
4.601,1.5906795337936,1.60360447983738
4.602,1.59067314199865,1.60359455297827
4.603,1.59066675352175,1.60358463095839
4.604,1.59066036836114,1.60357471377539
4.605,1.59065398651505,1.60356480142691
4.606,1.59064760798173,1.60355489391059
4.607,1.5906412327594,1.60354499122407
4.608,1.59063486084631,1.60353509336501
4.609,1.5906284922407,1.60352520033104
4.61,1.59062212694081,1.60351531211983
4.611,1.59061576494489,1.60350542872901
4.612,1.59060940625117,1.60349555015624
4.613,1.5906030508579,1.60348567639917
4.614,1.59059669876333,1.60347580745545
4.615,1.5905903499657,1.60346594332274
4.616,1.59058400446325,1.60345608399869
4.617,1.59057766225425,1.60344622948097
4.618,1.59057132333694,1.60343637976721
4.619,1.59056498770956,1.6034265348551
4.62,1.59055865537037,1.60341669474228
4.621,1.59055232631761,1.60340685942641
4.622,1.59054600054955,1.60339702890517
4.623,1.59053967806444,1.6033872031762
4.624,1.59053335886053,1.60337738223719
4.625,1.59052704293608,1.60336756608578
4.626,1.59052073028933,1.60335775471965
4.627,1.59051442091856,1.60334794813647
4.628,1.59050811482202,1.6033381463339
4.629,1.59050181199797,1.60332834930962
4.63,1.59049551244467,1.6033185570613
4.631,1.59048921616038,1.60330876958661
4.632,1.59048292314336,1.60329898688321
4.633,1.59047663339188,1.6032892089488
4.634,1.59047034690419,1.60327943578104
4.635,1.59046406367858,1.60326966737761
4.636,1.59045778371329,1.60325990373618
4.637,1.59045150700661,1.60325014485445
4.638,1.59044523355679,1.60324039073008
4.639,1.5904389633621,1.60323064136076
4.64,1.59043269642083,1.60322089674417
4.641,1.59042643273122,1.603211156878
4.642,1.59042017229157,1.60320142175993
4.643,1.59041391510013,1.60319169138765
4.644,1.59040766115519,1.60318196575883
4.645,1.59040141045502,1.60317224487118
4.646,1.59039516299789,1.60316252872239
4.647,1.59038891878208,1.60315281731013
4.648,1.59038267780587,1.6031431106321
4.649,1.59037644006754,1.603133408686
4.65,1.59037020556535,1.60312371146952
4.651,1.59036397429761,1.60311401898036
4.652,1.59035774626258,1.60310433121621
4.653,1.59035152145854,1.60309464817476
4.654,1.59034529988379,1.60308496985372
4.655,1.5903390815366,1.60307529625079
4.656,1.59033286641527,1.60306562736366
4.657,1.59032665451806,1.60305596319004
4.658,1.59032044584328,1.60304630372763
4.659,1.59031424038921,1.60303664897414
4.66,1.59030803815413,1.60302699892726
4.661,1.59030183913634,1.60301735358471
4.662,1.59029564333413,1.6030077129442
4.663,1.59028945074578,1.60299807700343
4.664,1.5902832613696,1.60298844576011
4.665,1.59027707520387,1.60297881921195
4.666,1.59027089224689,1.60296919735666
4.667,1.59026471249695,1.60295958019196
4.668,1.59025853595234,1.60294996771557
4.669,1.59025236261138,1.60294035992518
4.67,1.59024619247234,1.60293075681853
4.671,1.59024002553354,1.60292115839333
4.672,1.59023386179327,1.6029115646473
4.673,1.59022770124982,1.60290197557816
4.674,1.59022154390152,1.60289239118362
4.675,1.59021538974664,1.60288281146141
4.676,1.59020923878351,1.60287323640926
4.677,1.59020309101041,1.60286366602488
4.678,1.59019694642566,1.602854100306
4.679,1.59019080502757,1.60284453925036
4.68,1.59018466681444,1.60283498285566
4.681,1.59017853178457,1.60282543111966
4.682,1.59017239993628,1.60281588404006
4.683,1.59016627126788,1.60280634161461
4.684,1.59016014577768,1.60279680384104
4.685,1.59015402346398,1.60278727071707
4.686,1.5901479043251,1.60277774224045
4.687,1.59014178835936,1.60276821840891
4.688,1.59013567556506,1.60275869922018
4.689,1.59012956594053,1.602749184672
4.69,1.59012345948408,1.60273967476211
4.691,1.59011735619402,1.60273016948825
4.692,1.59011125606868,1.60272066884816
4.693,1.59010515910637,1.60271117283958
4.694,1.59009906530541,1.60270168146026
4.695,1.59009297466412,1.60269219470793
4.696,1.59008688718083,1.60268271258035
4.697,1.59008080285386,1.60267323507526
4.698,1.59007472168153,1.6026637621904
4.699,1.59006864366216,1.60265429392353
4.7,1.59006256879408,1.60264483027239
4.701,1.59005649707561,1.60263537123474
4.702,1.59005042850509,1.60262591680832
4.703,1.59004436308084,1.60261646699089
4.704,1.59003830080119,1.60260702178021
4.705,1.59003224166446,1.60259758117402
4.706,1.590026185669,1.60258814517009
4.707,1.59002013281312,1.60257871376617
4.708,1.59001408309517,1.60256928696001
4.709,1.59000803651347,1.60255986474939
4.71,1.59000199306637,1.60255044713205
4.711,1.58999595275219,1.60254103410576
4.712,1.58998991556927,1.60253162566828
4.713,1.58998388151595,1.60252222181739
4.714,1.58997785059056,1.60251282255083
4.715,1.58997182279145,1.60250342786637
4.716,1.58996579811696,1.60249403776179
4.717,1.58995977656542,1.60248465223486
4.718,1.58995375813517,1.60247527128333
4.719,1.58994774282456,1.60246589490498
4.72,1.58994173063194,1.60245652309759
4.721,1.58993572155564,1.60244715585891
4.722,1.58992971559401,1.60243779318674
4.723,1.58992371274539,1.60242843507884
4.724,1.58991771300814,1.60241908153298
4.725,1.5899117163806,1.60240973254695
4.726,1.58990572286112,1.60240038811852
4.727,1.58989973244805,1.60239104824548
4.728,1.58989374513974,1.60238171292559
4.729,1.58988776093453,1.60237238215664
4.73,1.58988177983079,1.60236305593642
4.731,1.58987580182687,1.6023537342627
4.732,1.58986982692111,1.60234441713328
4.733,1.58986385511188,1.60233510454593
4.734,1.58985788639752,1.60232579649844
4.735,1.5898519207764,1.60231649298861
4.736,1.58984595824688,1.60230719401421
4.737,1.58983999880731,1.60229789957304
4.738,1.58983404245605,1.60228860966289
4.739,1.58982808919145,1.60227932428155
4.74,1.5898221390119,1.60227004342682
4.741,1.58981619191573,1.60226076709648
4.742,1.58981024790132,1.60225149528834
4.743,1.58980430696704,1.60224222800018
4.744,1.58979836911124,1.60223296522981
4.745,1.58979243433228,1.60222370697502
4.746,1.58978650262855,1.60221445323362
4.747,1.5897805739984,1.6022052040034
4.748,1.5897746484402,1.60219595928216
4.749,1.58976872595232,1.60218671906772
4.75,1.58976280653313,1.60217748335786
4.751,1.58975689018101,1.6021682521504
4.752,1.58975097689431,1.60215902544314
4.753,1.58974506667143,1.60214980323389
4.754,1.58973915951072,1.60214058552046
4.755,1.58973325541056,1.60213137230065
4.756,1.58972735436934,1.60212216357228
4.757,1.58972145638542,1.60211295933315
4.758,1.58971556145718,1.60210375958108
4.759,1.589709669583,1.60209456431389
4.76,1.58970378076125,1.60208537352937
4.761,1.58969789499032,1.60207618722536
4.762,1.5896920122686,1.60206700539967
4.763,1.58968613259445,1.60205782805011
4.764,1.58968025596626,1.60204865517451
4.765,1.58967438238241,1.60203948677068
4.766,1.5896685118413,1.60203032283644
4.767,1.58966264434129,1.60202116336962
4.768,1.58965677988079,1.60201200836804
4.769,1.58965091845817,1.60200285782952
4.77,1.58964506007182,1.60199371175188
4.771,1.58963920472013,1.60198457013296
4.772,1.58963335240149,1.60197543297058
4.773,1.5896275031143,1.60196630026257
4.774,1.58962165685693,1.60195717200675
4.775,1.58961581362779,1.60194804820097
4.776,1.58960997342526,1.60193892884304
4.777,1.58960413624774,1.6019298139308
4.778,1.58959830209362,1.60192070346208
4.779,1.5895924709613,1.60191159743473
4.78,1.58958664284918,1.60190249584657
4.781,1.58958081775564,1.60189339869543
4.782,1.5895749956791,1.60188430597917
4.783,1.58956917661794,1.60187521769562
4.784,1.58956336057057,1.60186613384261
4.785,1.58955754753539,1.60185705441799
4.786,1.5895517375108,1.60184797941959
4.787,1.5895459304952,1.60183890884527
4.788,1.589540126487,1.60182984269287
4.789,1.58953432548459,1.60182078096022
4.79,1.58952852748638,1.60181172364519
4.791,1.58952273249079,1.6018026707456
4.792,1.58951694049621,1.60179362225932
4.793,1.58951115150105,1.60178457818419
4.794,1.58950536550373,1.60177553851806
4.795,1.58949958250264,1.60176650325879
4.796,1.5894938024962,1.60175747240422
4.797,1.58948802548283,1.6017484459522
4.798,1.58948225146092,1.6017394239006
4.799,1.5894764804289,1.60173040624727
4.8,1.58947071238518,1.60172139299006
4.801,1.58946494732818,1.60171238412684
4.802,1.5894591852563,1.60170337965545
4.803,1.58945342616796,1.60169437957376
4.804,1.58944767006158,1.60168538387964
4.805,1.58944191693559,1.60167639257094
4.806,1.58943616678838,1.60166740564552
4.807,1.5894304196184,1.60165842310125
4.808,1.58942467542405,1.601649444936
4.809,1.58941893420376,1.60164047114762
4.81,1.58941319595594,1.601631501734
4.811,1.58940746067903,1.60162253669298
4.812,1.58940172837145,1.60161357602245
4.813,1.58939599903161,1.60160461972028
4.814,1.58939027265796,1.60159566778432
4.815,1.5893845492489,1.60158672021247
4.816,1.58937882880287,1.60157777700258
4.817,1.5893731113183,1.60156883815254
4.818,1.58936739679361,1.60155990366022
4.819,1.58936168522724,1.60155097352349
4.82,1.58935597661762,1.60154204774024
4.821,1.58935027096317,1.60153312630834
4.822,1.58934456826233,1.60152420922566
4.823,1.58933886851353,1.6015152964901
4.824,1.58933317171521,1.60150638809953
4.825,1.5893274778658,1.60149748405183
4.826,1.58932178696374,1.60148858434489
4.827,1.58931609900746,1.6014796889766
4.828,1.5893104139954,1.60147079794483
4.829,1.589304731926,1.60146191124748
4.83,1.58929905279769,1.60145302888243
4.831,1.58929337660892,1.60144415084757
4.832,1.58928770335813,1.60143527714079
4.833,1.58928203304376,1.60142640775998
4.834,1.58927636566425,1.60141754270303
4.835,1.58927070121804,1.60140868196784
4.836,1.58926503970358,1.6013998255523
4.837,1.58925938111931,1.6013909734543
4.838,1.58925372546369,1.60138212567174
4.839,1.58924807273515,1.60137328220252
4.84,1.58924242293214,1.60136444304454
4.841,1.58923677605311,1.60135560819569
4.842,1.58923113209652,1.60134677765387
4.843,1.5892254910608,1.60133795141698
4.844,1.58921985294441,1.60132912948293
4.845,1.58921421774581,1.60132031184962
4.846,1.58920858546344,1.60131149851496
4.847,1.58920295609576,1.60130268947684
4.848,1.58919732964122,1.60129388473318
4.849,1.58919170609828,1.60128508428187
4.85,1.58918608546539,1.60127628812084
4.851,1.58918046774101,1.60126749624799
4.852,1.5891748529236,1.60125870866122
4.853,1.58916924101161,1.60124992535845
4.854,1.5891636320035,1.6012411463376
4.855,1.58915802589774,1.60123237159657
4.856,1.58915242269279,1.60122360113328
4.857,1.5891468223871,1.60121483494565
4.858,1.58914122497914,1.60120607303158
4.859,1.58913563046737,1.60119731538901
4.86,1.58913003885026,1.60118856201584
4.861,1.58912445012627,1.60117981291
4.862,1.58911886429386,1.6011710680694
4.863,1.58911328135151,1.60116232749197
4.864,1.58910770129768,1.60115359117563
4.865,1.58910212413084,1.6011448591183
4.866,1.58909654984946,1.60113613131791
4.867,1.58909097845201,1.60112740777238
4.868,1.58908540993695,1.60111868847964
4.869,1.58907984430277,1.60110997343761
4.87,1.58907428154792,1.60110126264423
4.871,1.5890687216709,1.60109255609743
4.872,1.58906316467016,1.60108385379513
4.873,1.58905761054419,1.60107515573526
4.874,1.58905205929145,1.60106646191577
4.875,1.58904651091044,1.60105777233457
4.876,1.58904096539962,1.60104908698961
4.877,1.58903542275747,1.60104040587882
4.878,1.58902988298247,1.60103172900015
4.879,1.58902434607311,1.60102305635151
4.88,1.58901881202786,1.60101438793086
4.881,1.5890132808452,1.60100572373613
4.882,1.58900775252361,1.60099706376527
4.883,1.58900222706159,1.60098840801621
4.884,1.5889967044576,1.6009797564869
4.885,1.58899118471015,1.60097110917528
4.886,1.58898566781771,1.6009624660793
4.887,1.58898015377876,1.6009538271969
4.888,1.58897464259181,1.60094519252602
4.889,1.58896913425532,1.60093656206462
4.89,1.58896362876781,1.60092793581065
4.891,1.58895812612774,1.60091931376204
4.892,1.58895262633362,1.60091069591676
4.893,1.58894712938393,1.60090208227276
4.894,1.58894163527717,1.60089347282798
4.895,1.58893614401183,1.60088486758039
4.896,1.5889306555864,1.60087626652793
4.897,1.58892516999938,1.60086766966856
4.898,1.58891968724926,1.60085907700024
4.899,1.58891420733455,1.60085048852092
4.9,1.58890873025373,1.60084190422856
4.901,1.5889032560053,1.60083332412113
