time[s],Angle - sensor1.phi [rad],Angle - sensor2.phi [rad]
2.402,1.61703620440779,1.64273867634732
2.403,1.61701625588051,1.6427096459482
2.404,1.61699631606476,1.64268062985304
2.405,1.61697638496659,1.64265162805401
2.406,1.61695646259196,1.64262264054331
2.407,1.61693654894681,1.64259366731314
2.408,1.61691664403697,1.6425647083557
2.409,1.61689674786824,1.64253576366321
2.41,1.61687686044635,1.6425068332279
2.411,1.61685698177697,1.64247791704199
2.412,1.6168371118657,1.64244901509774
2.413,1.61681725071809,1.64242012738738
2.414,1.61679739833961,1.64239125390318
2.415,1.6167775547357,1.6423623946374
2.416,1.61675771991172,1.64233354958232
2.417,1.61673789387297,1.64230471873021
2.418,1.61671807662469,1.64227590207337
2.419,1.61669826817207,1.6422470996041
2.42,1.61667846852024,1.64221831131469
2.421,1.61665867767427,1.64218953719747
2.422,1.61663889563916,1.64216077724476
2.423,1.61661912241987,1.64213203144888
2.424,1.61659935802129,1.64210329980218
2.425,1.61657960244827,1.642074582297
2.426,1.61655985570558,1.64204587892569
2.427,1.61654011779795,1.64201718968062
2.428,1.61652038873006,1.64198851455415
2.429,1.61650066850651,1.64195985353866
2.43,1.61648095713186,1.64193120662654
2.431,1.61646125461062,1.64190257381017
2.432,1.61644156094724,1.64187395508197
2.433,1.61642187614611,1.64184535043433
2.434,1.61640220021158,1.64181675985967
2.435,1.61638253314792,1.64178818335042
2.436,1.61636287495938,1.64175962089901
2.437,1.61634322565014,1.64173107249787
2.438,1.61632358522431,1.64170253813945
2.439,1.61630395368599,1.6416740178162
2.44,1.61628433103918,1.64164551152059
2.441,1.61626471728788,1.64161701924508
2.442,1.61624511243598,1.64158854098215
2.443,1.61622551648737,1.64156007672429
2.444,1.61620592944585,1.64153162646398
2.445,1.61618635131521,1.64150319019371
2.446,1.61616678209914,1.64147476790601
2.447,1.61614722180133,1.64144635959338
2.448,1.61612767042539,1.64141796524833
2.449,1.61610812797488,1.64138958486341
2.45,1.61608859445333,1.64136121843113
2.451,1.61606906986419,1.64133286594405
2.452,1.61604955421091,1.64130452739472
2.453,1.61603004749684,1.64127620277568
2.454,1.61601054972531,1.64124789207951
2.455,1.6159910608996,1.64121959529877
2.456,1.61597158102294,1.64119131242605
2.457,1.6159521100985,1.64116304345392
2.458,1.61593264812943,1.64113478837498
2.459,1.61591319511882,1.64110654718183
2.46,1.6158937510697,1.64107831986708
2.461,1.61587431598508,1.64105010642333
2.462,1.61585488986789,1.64102190684321
2.463,1.61583547272106,1.64099372111935
2.464,1.61581606454743,1.64096554924438
2.465,1.61579666534983,1.64093739121094
2.466,1.61577727513101,1.64090924701168
2.467,1.61575789389372,1.64088111663925
2.468,1.61573852164062,1.64085300008632
2.469,1.61571915837436,1.64082489734556
2.47,1.61569980409753,1.64079680840963
2.471,1.61568045881268,1.64076873327123
2.472,1.61566112252231,1.64074067192304
2.473,1.6156417952289,1.64071262435776
2.474,1.61562247693485,1.64068459056808
2.475,1.61560316764256,1.64065657054673
2.476,1.61558386735436,1.64062856428641
2.477,1.61556457607254,1.64060057177985
2.478,1.61554529379936,1.64057259301978
2.479,1.61552602053703,1.64054462799894
2.48,1.61550675628771,1.64051667671006
2.481,1.61548750105355,1.64048873914589
2.482,1.61546825483662,1.6404608152992
2.483,1.61544901763898,1.64043290516274
2.484,1.61542978946264,1.64040500872929
2.485,1.61541057030956,1.64037712599161
2.486,1.61539136018168,1.6403492569425
2.487,1.61537215908087,1.64032140157473
2.488,1.615352967009,1.64029355988111
2.489,1.61533378396788,1.64026573185444
2.49,1.61531460995927,1.64023791748752
2.491,1.61529544498492,1.64021011677316
2.492,1.61527628904651,1.6401823297042
2.493,1.6152571421457,1.64015455627345
2.494,1.61523800428412,1.64012679647375
2.495,1.61521887546334,1.64009905029795
2.496,1.61519975568492,1.64007131773887
2.497,1.61518064495035,1.64004359878939
2.498,1.61516154326111,1.64001589344235
2.499,1.61514245061863,1.63998820169062
2.5,1.61512336702431,1.63996052352708
2.501,1.61510429247952,1.63993285894459
2.502,1.61508522698557,1.63990520793605
2.503,1.61506617054375,1.63987757049434
2.504,1.61504712315532,1.63984994661236
2.505,1.6150280848215,1.63982233628301
2.506,1.61500905554347,1.63979473949921
2.507,1.61499003532237,1.63976715625385
2.508,1.61497102415933,1.63973958653987
2.509,1.61495202205541,1.6397120303502
2.51,1.61493302901167,1.63968448767775
2.511,1.6149140450291,1.63965695851548
2.512,1.6148950701087,1.63962944285633
2.513,1.6148761042514,1.63960194069325
2.514,1.6148571474581,1.63957445201919
2.515,1.61483819972969,1.63954697682712
2.516,1.61481926106701,1.63951951511
2.517,1.61480033147086,1.63949206686082
2.518,1.61478141094203,1.63946463207255
2.519,1.61476249948125,1.63943721073818
2.52,1.61474359708924,1.6394098028507
2.521,1.61472470376668,1.63938240840311
2.522,1.61470581951421,1.63935502738841
2.523,1.61468694433245,1.63932765979961
2.524,1.61466807822199,1.63930030562974
2.525,1.61464922118338,1.63927296487181
2.526,1.61463037321713,1.63924563751884
2.527,1.61461153432375,1.63921832356388
2.528,1.61459270450368,1.63919102299996
2.529,1.61457388375736,1.63916373582012
2.53,1.61455507208519,1.63913646201743
2.531,1.61453626948754,1.63910920158492
2.532,1.61451747596474,1.63908195451567
2.533,1.6144986915171,1.63905472080275
2.534,1.6144799161449,1.63902750043921
2.535,1.6144611498484,1.63900029341816
2.536,1.6144423926278,1.63897309973266
2.537,1.61442364448331,1.63894591937582
2.538,1.61440490541508,1.63891875234072
2.539,1.61438617542325,1.63889159862047
2.54,1.61436745450792,1.63886445820817
2.541,1.61434874266916,1.63883733109694
2.542,1.61433003990703,1.6388102172799
2.543,1.61431134622154,1.63878311675017
2.544,1.61429266161269,1.63875602950088
2.545,1.61427398608044,1.63872895552516
2.546,1.61425531962472,1.63870189481616
2.547,1.61423666224545,1.63867484736701
2.548,1.6142180139425,1.63864781317088
2.549,1.61419937471573,1.63862079222092
2.55,1.61418074456498,1.63859378451029
2.551,1.61416212349003,1.63856679003216
2.552,1.61414351149066,1.6385398087797
2.553,1.61412490856663,1.63851284074609
2.554,1.61410631471765,1.63848588592452
2.555,1.61408772994342,1.63845894430816
2.556,1.6140691542436,1.63843201589023
2.557,1.61405058761785,1.63840510066392
2.558,1.61403203006578,1.63837819862243
2.559,1.61401348158698,1.63835130975897
2.56,1.61399494218101,1.63832443406676
2.561,1.61397641184744,1.63829757153903
2.562,1.61395789058576,1.63827072216899
2.563,1.61393937839547,1.63824388594988
2.564,1.61392087527604,1.63821706287494
2.565,1.61390238122692,1.63819025293741
2.566,1.61388389624752,1.63816345613054
2.567,1.61386542033723,1.63813667244758
2.568,1.61384695349543,1.63810990188178
2.569,1.61382849572147,1.63808314442641
2.57,1.61381004701466,1.63805640007474
2.571,1.61379160737431,1.63802966882005
2.572,1.61377317679969,1.6380029506556
2.573,1.61375475529005,1.63797624557469
2.574,1.61373634284463,1.63794955357061
2.575,1.61371793946263,1.63792287463664
2.576,1.61369954514323,1.63789620876608
2.577,1.6136811598856,1.63786955595225
2.578,1.61366278368887,1.63784291618845
2.579,1.61364441655215,1.63781628946799
2.58,1.61362605847455,1.6377896757842
2.581,1.61360770945513,1.63776307513039
2.582,1.61358936949294,1.6377364874999
2.583,1.61357103858701,1.63770991288607
2.584,1.61355271673634,1.63768335128222
2.585,1.61353440393992,1.63765680268171
2.586,1.61351610019671,1.63763026707789
2.587,1.61349780550565,1.6376037444641
2.588,1.61347951986566,1.63757723483372
2.589,1.61346124327564,1.63755073818009
2.59,1.61344297573446,1.6375242544966
2.591,1.61342471724099,1.63749778377662
2.592,1.61340646779405,1.63747132601352
2.593,1.61338822739248,1.63744488120069
2.594,1.61336999603505,1.63741844933152
2.595,1.61335177372054,1.6373920303994
2.596,1.61333356044772,1.63736562439773
2.597,1.61331535621531,1.63733923131991
2.598,1.61329716102203,1.63731285115936
2.599,1.61327897486657,1.63728648390948
2.6,1.61326079774761,1.63726012956369
2.601,1.61324262966381,1.63723378811542
2.602,1.61322447061379,1.63720745955809
2.603,1.61320632059619,1.63718114388514
2.604,1.61318817960959,1.63715484109
2.605,1.61317004765257,1.63712855116611
2.606,1.6131519247237,1.63710227410693
2.607,1.61313381082152,1.63707600990589
2.608,1.61311570594454,1.63704975855646
2.609,1.61309761009127,1.63702352005211
2.61,1.61307952326021,1.63699729438628
2.611,1.6130614454498,1.63697108155246
2.612,1.61304337665851,1.63694488154412
2.613,1.61302531688477,1.63691869435473
2.614,1.61300726612698,1.63689251997779
2.615,1.61298922438354,1.63686635840678
2.616,1.61297119165283,1.6368402096352
2.617,1.61295316793321,1.63681407365653
2.618,1.61293515322302,1.6367879504643
2.619,1.61291714752059,1.63676184005199
2.62,1.61289915082422,1.63673574241313
2.621,1.6128811631322,1.63670965754123
2.622,1.61286318444281,1.63668358542982
2.623,1.6128452147543,1.63665752607241
2.624,1.61282725406492,1.63663147946254
2.625,1.61280930237288,1.63660544559374
2.626,1.61279135967639,1.63657942445955
2.627,1.61277342597364,1.63655341605352
2.628,1.6127555012628,1.6365274203692
2.629,1.61273758554203,1.63650143740013
2.63,1.61271967880948,1.63647546713988
2.631,1.61270178106326,1.636449509582
2.632,1.61268389230149,1.63642356472007
2.633,1.61266601252225,1.63639763254765
2.634,1.61264814172362,1.63637171305832
2.635,1.61263027990367,1.63634580624566
2.636,1.61261242706044,1.63631991210325
2.637,1.61259458319197,1.63629403062468
2.638,1.61257674829625,1.63626816180355
2.639,1.61255892237131,1.63624230563345
2.64,1.61254110541511,1.63621646210798
2.641,1.61252329742563,1.63619063122076
2.642,1.61250549840083,1.63616481296539
2.643,1.61248770833864,1.63613900733548
2.644,1.61246992723698,1.63611321432466
2.645,1.61245215509378,1.63608743392655
2.646,1.61243439190692,1.63606166613478
2.647,1.61241663767428,1.63603591094298
2.648,1.61239889239374,1.63601016834478
